hedge_fund,date,¥«­È,¥[½X,´î½X,XIRR
Duquesne Family Office,2023/8/14,2527883798,593156718.7,524483687.9,0.10750316
Duquesne Family Office,2023/11/14,2499393683,467243742.5,584832009.3,0.108530221
Duquesne Family Office,2024/1/9,2668710993,0,0,0.113963881
Berkshire Hathaway,2014/2/14,91285489988,0,0,0
Berkshire Hathaway,2014/5/15,95267981045,1798596358,1792351271,0.188764067
Berkshire Hathaway,2014/8/14,95008595122,1047335572,1918403735,0.103937477
Berkshire Hathaway,2014/11/14,97951729797,664804589,546268733.1,0.110371068
Berkshire Hathaway,2015/2/17,95279215269,3205725312,3960564470,0.059952776
Berkshire Hathaway,2015/5/15,98057867946,909387681.1,265405823,0.066950029
Berkshire Hathaway,2015/8/14,95856744686,600000000,698786435.5,0.040365218
Berkshire Hathaway,2015/11/16,1.20181E+11,31024968025,597772375.2,-0.003632312
Berkshire Hathaway,2016/2/16,1.14222E+11,1348134439,352998218.6,-0.040554424
Berkshire Hathaway,2016/5/16,1.20329E+11,1568861995,5711298125,0.012313422
Berkshire Hathaway,2016/8/15,1.25022E+11,2945106972,1650647386,0.024209458
Berkshire Hathaway,2016/11/14,1.22922E+11,1435999208,2800000342,0.019056229
Berkshire Hathaway,2017/2/14,1.36536E+11,7550109737,4322981698,0.049013997
Berkshire Hathaway,2017/5/15,1.34462E+11,3791990626,2400530112,0.035164178
Berkshire Hathaway,2017/8/14,1.34447E+11,2251315221,3996817226,0.036588006
Berkshire Hathaway,2017/11/14,1.51218E+11,18107405360,2939282021,0.037457073
Berkshire Hathaway,2018/2/14,1.51211E+11,1850819300,5831298585,0.042787903
Berkshire Hathaway,2018/5/15,1.46247E+11,3599337876,4874837302,0.032642757
Berkshire Hathaway,2018/8/14,1.51788E+11,1950116646,1978068475,0.040523891
Berkshire Hathaway,2018/11/14,1.57089E+11,14568878755,2868579824,0.027174812
Berkshire Hathaway,2019/2/14,1.51186E+11,4164025825,3870196689,0.01528449
Berkshire Hathaway,2019/5/15,1.47591E+11,1123153644,1881853907,0.009888234
Berkshire Hathaway,2019/8/14,1.50151E+11,842163240,106782577.7,0.012085105
Berkshire Hathaway,2019/11/14,1.66939E+11,494183899.2,1777664877,0.035768263
Berkshire Hathaway,2020/2/14,1.7379E+11,1594381735,5847992277,0.047088672
Berkshire Hathaway,2020/5/15,1.20907E+11,55408732.62,2077597156,-0.019468175
Berkshire Hathaway,2020/8/14,1.37287E+11,888703551.2,11562892447,0.016404739
Berkshire Hathaway,2020/11/16,2.33515E+11,93495349965,8022974023,0.027650558
Berkshire Hathaway,2021/2/16,2.62389E+11,14688698202,12066614147,0.05093345
Berkshire Hathaway,2021/5/17,2.71762E+11,2559702274,8943570410,0.06109559
Berkshire Hathaway,2021/8/16,2.90078E+11,621214095.9,2614320238,0.072771651
Berkshire Hathaway,2021/11/15,2.98841E+11,1300407731,2835917109,0.076120102
Berkshire Hathaway,2022/2/14,3.1306E+11,2523472907,3897133803,0.082090703
Berkshire Hathaway,2022/5/16,3.0692E+11,40942655297,9180018632,0.055990181
Berkshire Hathaway,2022/8/15,3.32438E+11,5247106695,974606627.3,0.065964436
Berkshire Hathaway,2022/11/14,3.21685E+11,8241766419,1503703094,0.053258419
Berkshire Hathaway,2023/2/14,3.18669E+11,654267304,7999579994,0.053309711
Berkshire Hathaway,2023/5/15,3.20023E+11,6511986218,8061556402,0.05268384
Berkshire Hathaway,2023/8/14,3.28449E+11,1894953516,7250347076,0.057389311
Berkshire Hathaway,2023/11/14,3.21254E+11,45995314,4551914488,0.054004429
Berkshire Hathaway,2024/1/9,3.3286E+11,0,0,0.058024273
Brave Warrior Advisors,2014/2/14,2084666308,0,0,0
Brave Warrior Advisors,2014/5/15,1943049244,31498067.62,128874114.7,-0.083317259
Brave Warrior Advisors,2014/8/14,1795058498,144433778.7,280453874,-0.054910959
Brave Warrior Advisors,2014/11/14,2076473538,353665160.1,328040875.4,0.137284181
Brave Warrior Advisors,2015/2/17,2496974458,407216849.5,278581600.9,0.249229392
Brave Warrior Advisors,2015/5/15,2938978513,186314715.7,144020479.4,0.350054908
Brave Warrior Advisors,2015/8/14,2997754331,186337091.8,178271009.3,0.297775601
Brave Warrior Advisors,2015/11/16,2341623463,324160616.5,13070315.64,-0.007300781
Brave Warrior Advisors,2016/2/16,1929466929,78722234.91,360982267.6,-0.03877901
Brave Warrior Advisors,2016/5/16,1723301414,174341395.9,201481120.7,-0.076252473
Brave Warrior Advisors,2016/8/15,1480955472,185674484.8,533119761.4,-0.046440302
Brave Warrior Advisors,2016/11/14,1642541770,287298311,207991332.1,-0.027193107
Brave Warrior Advisors,2017/2/14,1666281323,150064401.8,298203305.3,0.004156818
Brave Warrior Advisors,2017/5/15,1491317331,21044239.04,152980721.7,-0.002834634
Brave Warrior Advisors,2017/8/14,1695892355,325804907.9,106991602.8,-0.00480303
Brave Warrior Advisors,2017/11/14,1748321250,114085326.2,174895593.1,0.011065213
Brave Warrior Advisors,2018/2/14,1684739790,52620047.28,242467218.6,0.026097562
Brave Warrior Advisors,2018/5/15,1480922266,11310010,245881121.4,0.028382984
Brave Warrior Advisors,2018/8/14,1555807404,56058943.28,63961031.14,0.036131363
Brave Warrior Advisors,2018/11/14,1343394383,234968175.5,401222531.2,0.030011209
Brave Warrior Advisors,2019/2/14,1446056751,246793683.1,10674610.43,0.01537013
Brave Warrior Advisors,2019/5/15,1309127898,56093261.65,197054604.6,0.015226765
Brave Warrior Advisors,2019/8/14,929452009.2,298744.5,264991066.4,0.003157006
Brave Warrior Advisors,2019/11/14,1097662944,204364840.9,168758597.7,0.016048211
Brave Warrior Advisors,2020/2/14,1238386510,199175586.9,160416562.3,0.024782004
Brave Warrior Advisors,2020/5/15,1300141413,414069889.2,41078010.87,-0.004624468
Brave Warrior Advisors,2020/8/14,1542734597,96139157,168306867.3,0.023640965
Brave Warrior Advisors,2020/11/16,1989881909,521035120.6,240082329.9,0.035566124
Brave Warrior Advisors,2021/2/16,2284120771,154474873.7,56072576.05,0.047578813
Brave Warrior Advisors,2021/5/17,2855067431,630782422.8,469237968.5,0.069638101
Brave Warrior Advisors,2021/8/16,2418804423,465159,407269592.5,0.065622881
Brave Warrior Advisors,2021/11/15,2471374554,357220275.1,551593271.8,0.075684549
Brave Warrior Advisors,2022/2/14,2361586397,59358520.29,141980005.3,0.072409145
Brave Warrior Advisors,2022/5/16,2711523991,681965671.7,170317336,0.06320057
Brave Warrior Advisors,2022/8/15,2864700541,351903927.6,334388000.2,0.067345899
Brave Warrior Advisors,2022/11/14,3109819386,209499854.7,80491556.55,0.070187691
Brave Warrior Advisors,2023/2/14,3219114580,196790907.2,395258657,0.079673188
Brave Warrior Advisors,2023/5/15,2881229762,117739753.3,116593686.7,0.065068493
Brave Warrior Advisors,2023/8/14,3639713440,180022911.9,80922558.99,0.085933091
Brave Warrior Advisors,2023/11/14,3741630721,396530428.9,261257307.8,0.082620078
Brave Warrior Advisors,2024/1/9,4160739597,0,0,0.09322362
Masters Capital Management,2014/2/14,153602980.4,0,0,0
Masters Capital Management,2014/5/15,147195525.3,58876405.41,69048858.43,0.103192131
Masters Capital Management,2014/8/14,190489000,72175000,35925028.39,0.152124901
Masters Capital Management,2014/11/14,263951710.4,93361710.4,19555000,0.089060631
Masters Capital Management,2015/2/17,367112335.2,216068207.2,131375859.1,0.157722856
Masters Capital Management,2015/5/15,469636323.5,179231806,81852354.9,0.128111453
Masters Capital Management,2015/8/14,211354799.9,56512350.6,296104360,0.04100314
Masters Capital Management,2015/11/16,234162369.5,75880646.19,47142156.45,0.022151637
Masters Capital Management,2016/2/16,273067817.6,140373344.1,84305209.1,-0.016117445
Masters Capital Management,2016/5/16,227817966,94173209.4,177102352.9,0.052999815
Masters Capital Management,2016/8/15,189631435,18584600.3,67581656.3,0.065130908
Masters Capital Management,2016/11/14,310351698.6,108260986.9,31856571.35,0.120990448
Masters Capital Management,2017/2/14,407467961.1,148485257.2,87216207.12,0.151152421
Masters Capital Management,2017/5/15,394400952.9,50626358.19,63472122.1,0.136820073
Masters Capital Management,2017/8/14,298200903.9,65442109.66,176670065.8,0.138779685
Masters Capital Management,2017/11/14,338620000,115854658.3,90395695.4,0.142822377
Masters Capital Management,2018/2/14,380519750,168817750,142362500,0.145626476
Masters Capital Management,2018/5/15,1082150924,901684500,183695075.6,0.125676615
Masters Capital Management,2018/8/14,1003732964,233124956.9,122678999.5,-0.034016189
Masters Capital Management,2018/11/14,1195313101,420115280.7,79214219.75,-0.15610067
Masters Capital Management,2019/2/14,383024816.4,174047000,703850593.8,-0.369868317
Masters Capital Management,2019/5/15,366235184.1,124308646.4,126756541.8,-0.342986072
Masters Capital Management,2019/8/14,226834730,98161081.2,217644994.4,-0.327348277
Masters Capital Management,2019/11/14,181970482.5,45384000,98395527.5,-0.299755843
Masters Capital Management,2020/2/14,187357212.8,42267614.43,44199604.1,-0.279023141
Masters Capital Management,2020/5/15,196938500.9,152763257.5,48544175.15,-0.361136101
Masters Capital Management,2020/8/14,189804314.5,57412814.45,146360477.5,-0.258588057
Masters Capital Management,2020/11/16,187267000,26822632.17,53828360,-0.227510157
Masters Capital Management,2021/2/16,243839687.2,59111687.18,103229000,-0.153382169
Masters Capital Management,2021/5/17,445309346.1,276662448.2,119369500,-0.124698757
Masters Capital Management,2021/8/16,407770931.2,145245931.2,176593060,-0.120687889
Masters Capital Management,2021/11/15,423070421.4,88693482.7,85532194.64,-0.109366163
Masters Capital Management,2022/2/14,327237681.2,66268929.12,153151600,-0.108038644
Masters Capital Management,2022/5/16,323525716.9,125941968.1,106647783.1,-0.113985328
Masters Capital Management,2022/8/15,358205300,58108810.74,44661000,-0.101094098
Masters Capital Management,2022/11/14,273692343.4,32954000,96960156.6,-0.105574376
Masters Capital Management,2023/2/14,266345248,63742519.25,91198751.98,-0.094675327
Masters Capital Management,2023/5/15,260549234.5,73109730,77324178.89,-0.092839502
Masters Capital Management,2023/8/14,336703508.5,74306736.99,12460000,-0.085353032
Masters Capital Management,2023/11/14,355874090,88764490,51434409.22,-0.089154077
Masters Capital Management,2024/1/9,388466340,0,0,-0.076283536
Pershing Square Capital Management,2014/2/14,3267821635,0,0,0
Pershing Square Capital Management,2014/5/15,4013541359,673780766.7,60092906.25,0.17425684
Pershing Square Capital Management,2014/8/14,4482248839,0,139915741.4,0.463693821
Pershing Square Capital Management,2014/11/14,4724486034,239244187.1,0,0.283591627
Pershing Square Capital Management,2015/2/17,8322060522,3375022842,0,0.258225256
Pershing Square Capital Management,2015/5/15,12823362480,4352727179,0,0.201076278
Pershing Square Capital Management,2015/8/14,13027755133,0,0,0.155181984
Pershing Square Capital Management,2015/11/16,10469259779,1886869540,0,-0.283313148
Pershing Square Capital Management,2016/2/16,9650410354,0,260865567.4,-0.261780857
Pershing Square Capital Management,2016/5/16,7488277923,449377224.8,2604478571,-0.217532699
Pershing Square Capital Management,2016/8/15,7000346521,0,1198502757,-0.152190481
Pershing Square Capital Management,2016/11/14,5096957201,220887133.3,1717234622,-0.15862054
Pershing Square Capital Management,2017/2/14,6432560848,964244737.5,253089712.5,-0.117875705
Pershing Square Capital Management,2017/5/15,6390221765,0,614083080.9,-0.084758494
Pershing Square Capital Management,2017/8/14,5693860556,328265079.4,570031436.2,-0.09748938
Pershing Square Capital Management,2017/11/14,5073864426,784465573.3,1339956932,-0.094310997
Pershing Square Capital Management,2018/2/14,5648622570,781516540,0,-0.097431779
Pershing Square Capital Management,2018/5/15,5123517055,152111976.6,1236770268,-0.072411757
Pershing Square Capital Management,2018/8/14,5882302052,977712487.2,735898893.6,-0.052646447
Pershing Square Capital Management,2018/11/14,4640993523,103244449.3,1151722295,-0.056084603
Pershing Square Capital Management,2019/2/14,5843529403,989943133.2,245480879.1,-0.040867208
Pershing Square Capital Management,2019/5/15,5526266713,20140370,752183872.5,-0.028274187
Pershing Square Capital Management,2019/8/14,5163613995,0,835471077,-0.015771938
Pershing Square Capital Management,2019/11/14,4216493566,0,794520405.8,-0.018843822
Pershing Square Capital Management,2020/2/14,4696960439,403151274.5,347728308.5,-0.008871841
Pershing Square Capital Management,2020/5/15,5506766360,1968130897,521410228,-0.022751735
Pershing Square Capital Management,2020/8/14,7380055456,615792729.7,107902364.2,0.006055633
Pershing Square Capital Management,2020/11/16,8036098156,0,89811207.32,0.019019244
Pershing Square Capital Management,2021/2/16,9204886079,0,16369550.12,0.036815786
Pershing Square Capital Management,2021/5/17,8381300937,264821040,1437412328,0.040542436
Pershing Square Capital Management,2021/8/16,8580509381,0,377530131.5,0.046977138
Pershing Square Capital Management,2021/11/15,7174318419,104207494.5,1885953878,0.050347872
Pershing Square Capital Management,2022/2/14,6701175733,0,0,0.043648271
Pershing Square Capital Management,2022/5/16,6626350945,804457318.5,9358258.06,0.032004594
Pershing Square Capital Management,2022/8/15,6604226488,0,789992735.7,0.040689505
Pershing Square Capital Management,2022/11/14,7379964440,1002040150,0,0.037308359
Pershing Square Capital Management,2023/2/14,8128700383,196511995,0,0.042691157
Pershing Square Capital Management,2023/5/15,9302823798,946910279.8,224260239.1,0.046503866
Pershing Square Capital Management,2023/8/14,8880856318,216320254.3,787959921.9,0.046934184
Pershing Square Capital Management,2023/11/14,7451222570,0,81833083.15,0.032165972
Pershing Square Capital Management,2024/1/9,7944967298,0,0,0.03695769
Fine Capital Partners,2014/2/14,655458305.1,0,0,0
Fine Capital Partners,2014/5/15,639745771.1,78960795.72,105967625.7,0.071743336
Fine Capital Partners,2014/8/14,621889323.9,58628131.36,50393243.34,-0.045948316
Fine Capital Partners,2014/11/14,675780660.9,77220581.77,55492493.04,0.036433284
Fine Capital Partners,2015/2/17,786430585.6,153648962.5,68159855.83,0.065397692
Fine Capital Partners,2015/5/15,879150776.8,118365427.6,46985383,0.076560356
Fine Capital Partners,2015/8/14,873187822.6,258841137.6,125742014,-0.074135667
Fine Capital Partners,2015/11/16,865939164.3,159778438.9,52400355,-0.156516475
Fine Capital Partners,2016/2/16,590001759.8,51842884.39,70507600.92,-0.334220303
Fine Capital Partners,2016/5/16,769991989.1,46388504.46,62266299.29,-0.151083775
Fine Capital Partners,2016/8/15,770035739.3,75438222.84,71990531.57,-0.135013675
Fine Capital Partners,2016/11/14,795422525.8,58944205.86,21080012.34,-0.127141428
Fine Capital Partners,2017/2/14,759446197.1,5962992,282214657.5,-0.010513568
Fine Capital Partners,2017/5/15,610009231.3,5817055.12,106460742.9,-0.028080192
Fine Capital Partners,2017/8/14,548040887.2,26899518.1,153811148.4,-0.00364915
Fine Capital Partners,2017/11/14,498877379.3,50375020.52,162318796.4,0.016552121
Fine Capital Partners,2018/2/14,328688648.8,18151460.62,116687282.9,-0.006181178
Fine Capital Partners,2018/5/15,461742780.5,80157929.25,427800,0.010125577
Fine Capital Partners,2018/8/14,384701626.7,1566819.8,11721667.81,-0.009965226
Fine Capital Partners,2018/11/14,298266397.9,77045363.28,74865090.99,-0.037669527
Fine Capital Partners,2019/2/14,347320556.1,52656440.24,44139025.02,-0.023798596
Fine Capital Partners,2019/5/15,297808100.2,9644445,11644898.98,-0.038072378
Fine Capital Partners,2019/8/14,233770009.9,3717000,30356058.75,-0.04949475
Fine Capital Partners,2019/11/14,339953305.7,4403757.12,26521333.46,-0.009934687
Fine Capital Partners,2020/2/14,281964882.6,0,41949916.74,-0.014000118
Fine Capital Partners,2020/5/15,107352080.7,0,0,-0.069130296
Fine Capital Partners,2020/8/14,193989574.9,0,5012753.9,-0.036970908
Fine Capital Partners,2020/11/16,324526492.2,0,1857992.01,-0.001040098
Fine Capital Partners,2021/2/16,448733833.6,0,969105.34,0.025401808
Fine Capital Partners,2021/5/17,524441745,575000,5026577.58,0.039224697
Fine Capital Partners,2021/8/16,624057760.9,0,1715250,0.054267118
Fine Capital Partners,2021/11/15,649052738.6,0,6931020.48,0.057608399
Fine Capital Partners,2022/2/14,583541320.4,22144900,0,0.043863436
Fine Capital Partners,2022/5/16,479364563.6,3307850,0,0.026101708
Fine Capital Partners,2022/8/15,542044786,3430800,0,0.034960806
Fine Capital Partners,2022/11/14,544979158,0,6545250,0.035669653
Fine Capital Partners,2023/2/14,601193731.8,0,2610952.3,0.043114195
Fine Capital Partners,2023/5/15,561029534.4,0,15262130,0.038996565
Fine Capital Partners,2023/8/14,667693089.4,0,8919969.48,0.052512197
Fine Capital Partners,2023/11/14,758052332,0,12500616,0.062520865
Fine Capital Partners,2024/1/9,678192400.3,0,0,0.053503569
Steinberg Asset Management,2014/2/14,998622686.4,0,0,0
Steinberg Asset Management,2014/5/15,1031654482,57568033.66,26641444.11,0.008577131
Steinberg Asset Management,2014/8/14,936414468.9,43090954.26,230867458.5,0.197185989
Steinberg Asset Management,2014/11/14,897742039.9,165250516.6,157587815,0.068060048
Steinberg Asset Management,2015/2/17,712085942.9,115537674.2,249158780.5,-0.003983016
Steinberg Asset Management,2015/5/15,514897615.4,36812052.81,327497274,0.080074462
Steinberg Asset Management,2015/8/14,416047944.3,16444839.08,68866337.54,0.035309164
Steinberg Asset Management,2015/11/16,338834328.4,29251533.19,58151876.04,-0.003807431
Steinberg Asset Management,2016/2/16,262141112.8,26081594.38,41658135.04,-0.04907491
Steinberg Asset Management,2016/5/16,261357328.1,31840136.42,64359361.81,-0.023768094
Steinberg Asset Management,2016/8/15,224989741,22421817.07,67619362.48,-0.016763819
Steinberg Asset Management,2016/11/14,202925020.6,3084810,37307271.47,-0.00837629
Steinberg Asset Management,2017/2/14,174614063,19206489.09,63456027.13,0.001539465
Steinberg Asset Management,2017/5/15,186283995.3,23331873.83,13945808.46,0.002827514
Steinberg Asset Management,2017/8/14,172960214.8,14159370.6,22078347.32,-0.000312976
Steinberg Asset Management,2017/11/14,187024302.5,8771721.14,7644163.4,0.006794432
Steinberg Asset Management,2018/2/14,163617610.4,5622358.72,40608722.91,0.012651604
Steinberg Asset Management,2018/5/15,159436788.1,7976599.51,17880667.46,0.015252634
Steinberg Asset Management,2018/8/14,134213689.1,11568489.06,25772665.4,0.009540745
Steinberg Asset Management,2018/11/14,121259129.9,716074.96,16074772.04,0.010556902
Steinberg Asset Management,2019/2/14,112287934.6,16621972.98,18002142.94,0.006729824
Steinberg Asset Management,2019/5/15,81975644.55,670434.91,29782756.47,0.006060574
Steinberg Asset Management,2019/8/14,70537000.95,4032756.32,5891843.46,0.00134281
Steinberg Asset Management,2019/11/14,76522589.47,2890798.28,1517038.3,0.003571152
Steinberg Asset Management,2020/2/14,76673824.23,3355879.32,2971612.53,0.003427121
Steinberg Asset Management,2020/5/15,43474584.85,5612503.03,6986619.5,-0.012664701
Steinberg Asset Management,2020/8/14,52812359.41,1670014.37,12559160.56,-0.002196861
Steinberg Asset Management,2020/11/16,58546872.04,5694975.83,503224,-0.001917585
Steinberg Asset Management,2021/2/16,74394214.46,5701805.4,3346050.63,0.004429631
Steinberg Asset Management,2021/5/17,77645714.44,4069150.47,3126779.17,0.005430747
Steinberg Asset Management,2021/8/16,77018121.74,1941725.3,1002715.96,0.004687915
Steinberg Asset Management,2021/11/15,76751926.29,5610746.61,10920731.55,0.00685177
Steinberg Asset Management,2022/2/14,71998078.83,1095363.11,7309022.72,0.007418376
Steinberg Asset Management,2022/5/16,90170165.41,1479646.7,73489.28,0.0141618
Steinberg Asset Management,2022/8/15,94562233.01,739819.44,1080436.38,0.015849852
Steinberg Asset Management,2022/11/14,94122094.59,6836566.45,7085542.4,0.015639249
Steinberg Asset Management,2023/2/14,90295869.91,2398387.26,6974711.32,0.015780211
Steinberg Asset Management,2023/5/15,88881202.77,3658059.78,2776150.31,0.014808431
Steinberg Asset Management,2023/8/14,95666248.77,5008767.22,1129490.02,0.015744835
Steinberg Asset Management,2023/11/14,93302939.96,3502806.3,1098571.76,0.013888625
Steinberg Asset Management,2024/1/9,97654371.04,0,0,0.01537975
Greenlight Capital,2014/2/14,5567464293,0,0,0
Greenlight Capital,2014/5/15,4463704323,492333720,2165445624,0.48419825
Greenlight Capital,2014/8/14,5812196734,2343360905,1018913441,0.267875638
Greenlight Capital,2014/11/14,5240642888,1142425816,718489078,-0.108403109
Greenlight Capital,2015/2/17,5252490136,1322233493,987168424.1,-0.141302945
Greenlight Capital,2015/5/15,5399975994,907226815.8,699558464.4,-0.121365299
Greenlight Capital,2015/8/14,4435175265,861573379.4,672452668.6,-0.253633194
Greenlight Capital,2015/11/16,3171360579,492987556.7,1282992948,-0.272591238
Greenlight Capital,2016/2/16,2829662935,894769780.4,753841252.1,-0.301624819
Greenlight Capital,2016/5/16,3314140769,489336834.2,269250263.2,-0.243571753
Greenlight Capital,2016/8/15,4931758802,1971272140,740424536.5,-0.182793753
Greenlight Capital,2016/11/14,5197319574,611657654.8,573018742.6,-0.143460359
Greenlight Capital,2017/2/14,5062842482,909648103,973278718.1,-0.133967781
Greenlight Capital,2017/5/15,5606129263,1837567680,642197772.2,-0.167974111
Greenlight Capital,2017/8/14,5219825834,276817632.8,259692559.1,-0.17865613
Greenlight Capital,2017/11/14,7333257566,3026932333,1272713683,-0.139729895
Greenlight Capital,2018/2/14,6667035243,824243509.4,1591079867,-0.119558989
Greenlight Capital,2018/5/15,5338585723,81068878,981961684.8,-0.130669109
Greenlight Capital,2018/8/14,4811504653,45265995,801822265.7,-0.111084135
Greenlight Capital,2018/11/14,4108760247,73425270.72,572389259.7,-0.113910913
Greenlight Capital,2019/2/14,3455162799,135992800.1,520585830.8,-0.120415394
Greenlight Capital,2019/5/15,2583909217,42412620,214284045.8,-0.14846407
Greenlight Capital,2019/8/14,1701579562,129714416.8,214765748.2,-0.1868456
Greenlight Capital,2019/11/14,1472531701,88043775.73,60351694.2,-0.1976771
Greenlight Capital,2020/2/14,1416285151,33807167.46,101156094.6,-0.19169409
Greenlight Capital,2020/5/15,823870405.6,112431637.5,237263861.2,-0.220355516
Greenlight Capital,2020/8/14,833168554.2,89929508.12,450268473.2,-0.189101215
Greenlight Capital,2020/11/16,1190156415,191147271.4,65442176.01,-0.171079765
Greenlight Capital,2021/2/16,1475628413,307785926.5,124451865.8,-0.161490852
Greenlight Capital,2021/5/17,1219767201,210983064.2,520599116.1,-0.15467196
Greenlight Capital,2021/8/16,1299330458,159536273.6,124241465.4,-0.14928529
Greenlight Capital,2021/11/15,1311998524,81043725.72,148420962.1,-0.142012302
Greenlight Capital,2022/2/14,1186912754,201801970.8,164489779.4,-0.14837921
Greenlight Capital,2022/5/16,1172069573,140410525.3,94580647.8,-0.149212526
Greenlight Capital,2022/8/15,1370792750,124553280.2,107807939.2,-0.136195353
Greenlight Capital,2022/11/14,1208458374,92999127.5,112851540,-0.141419219
Greenlight Capital,2023/2/14,1453526212,99854534.42,57108603.53,-0.127875625
Greenlight Capital,2023/5/15,1787207820,212557918.3,60655489.13,-0.116601525
Greenlight Capital,2023/8/14,1945377000,138195311,209987819.4,-0.104117299
Greenlight Capital,2023/11/14,1517079567,101155724.8,339265041.3,-0.109977171
Greenlight Capital,2024/1/9,1639684646,0,0,-0.103565723
Mangrove Partners,2014/2/14,252962870.9,0,0,0
Mangrove Partners,2014/5/15,258665865.1,108398979.7,107634950.5,0.081576275
Mangrove Partners,2014/8/14,240810613.6,22425071.52,49828245.88,0.118666894
Mangrove Partners,2014/11/14,240956788.3,39303170.14,27588184.87,0.016003614
Mangrove Partners,2015/2/17,228505255.5,11069568.64,13730945.5,-0.028102008
Mangrove Partners,2015/5/15,429049082.9,238549402.5,38190880.62,-0.022301497
Mangrove Partners,2015/8/14,357758419.7,35814552.38,42416808.21,-0.180323109
Mangrove Partners,2015/11/16,453971373.9,122394864.2,4682919.66,-0.188086879
Mangrove Partners,2016/2/16,461537889.8,112525653.2,4474246.4,-0.328839346
Mangrove Partners,2016/5/16,670570988.2,109821753.9,54524989.67,-0.049309521
Mangrove Partners,2016/8/15,581335261,25173978.78,188837368.6,0.034388858
Mangrove Partners,2016/11/14,559876325.4,23869158.87,97581969.41,0.073684732
Mangrove Partners,2017/2/14,625014031.9,78080690.7,23419453.24,0.073939098
Mangrove Partners,2017/5/15,599211693.2,15588282.96,30773939.43,0.059853754
Mangrove Partners,2017/8/14,334745741.1,77058943.22,361498643.1,0.066459701
Mangrove Partners,2017/11/14,430997171,96979380.99,32972459.64,0.080955873
Mangrove Partners,2018/2/14,587346268.3,229544542.2,77208218.99,0.078703165
Mangrove Partners,2018/5/15,806504484.4,156021512.3,52849216.89,0.124035102
Mangrove Partners,2018/8/14,624759172.5,28582577.67,198509408.1,0.110624695
Mangrove Partners,2018/11/14,548632920.4,107776269,79839209.22,0.064795139
Mangrove Partners,2019/2/14,677517254.6,213955061.8,5734878.85,0.02908122
Mangrove Partners,2019/5/15,959964868.1,321591335.4,22332943.86,0.020273029
Mangrove Partners,2019/8/14,749361099.8,130528512.6,5416387.95,-0.158153952
Mangrove Partners,2019/11/14,840364322.8,132395027.2,98663297.1,-0.103317747
Mangrove Partners,2020/2/14,640397126.1,98324752,299428078.2,-0.091581028
Mangrove Partners,2020/5/15,505695946.1,169303331.6,18843779.67,-0.259694766
Mangrove Partners,2020/8/14,293789279.5,61303349.62,369766579.8,-0.168092426
Mangrove Partners,2020/11/16,429875055,130165227.7,34428908.14,-0.13892672
Mangrove Partners,2021/2/16,162933151.6,88022115.42,443998669.8,-0.092369329
Mangrove Partners,2021/5/17,229720860.1,216954818.3,120966225.8,-0.102820325
Mangrove Partners,2021/8/16,508448002.6,508448002.6,219186196.6,-0.104695393
Mangrove Partners,2021/11/15,479371274.7,479371274.7,536044277,-0.088297143
Mangrove Partners,2022/2/14,612663206,295945403.8,139388420,-0.092909078
Mangrove Partners,2022/5/16,471310107.6,191141091.6,282553381.9,-0.106279643
Mangrove Partners,2022/8/15,887419577.3,551785364,152333872.1,-0.095202285
Mangrove Partners,2022/11/14,894661063.5,293912564.4,302053927.8,-0.083009385
Mangrove Partners,2023/2/14,872331588.8,176412486.6,273671327.9,-0.056996867
Mangrove Partners,2023/5/15,694584883.5,114758081.7,214101391.5,-0.073974985
Mangrove Partners,2023/8/14,753205340.2,130595566.3,166020204.5,-0.047988387
Mangrove Partners,2023/11/14,684762047.3,185489522.7,102045821.8,-0.082503823
Mangrove Partners,2024/1/9,734998800.5,0,0,-0.067463554
Fairholme Capital Management,2014/2/14,2595531403,0,0,0
Fairholme Capital Management,2014/5/15,2365611311,1883065,56012422.51,-0.24754928
Fairholme Capital Management,2014/8/14,2560495656,126112987.8,15197890.64,-0.070792592
Fairholme Capital Management,2014/11/14,2511411815,4536280,184849131.1,0.020343317
Fairholme Capital Management,2015/2/17,2315228914,15430304,97387454.65,-0.028943567
Fairholme Capital Management,2015/5/15,1981654550,0,320233912.6,-0.028045752
Fairholme Capital Management,2015/8/14,2050654283,44943778,63646490.48,-0.000124276
Fairholme Capital Management,2015/11/16,1833811093,695807813.9,858727604.9,-0.013020303
Fairholme Capital Management,2016/2/16,853574263.5,35884191,674646400.3,-0.089160743
Fairholme Capital Management,2016/5/16,851636553.9,67646610,204586010.7,-0.054529104
Fairholme Capital Management,2016/8/15,872500602.9,76141614,140158296,-0.034535126
Fairholme Capital Management,2016/11/14,718074923.2,6181000,218649618,-0.021874802
Fairholme Capital Management,2017/2/14,632710146.6,0,40502693.2,-0.029498539
Fairholme Capital Management,2017/5/15,645109609.9,9325668,1880940,-0.027732783
Fairholme Capital Management,2017/8/14,712754413.2,27623676,5564156.4,-0.018895204
Fairholme Capital Management,2017/11/14,655895844.3,28157564.4,35778380,-0.026765675
Fairholme Capital Management,2018/2/14,632523543,16155002.7,19217097.92,-0.029482097
Fairholme Capital Management,2018/5/15,618070955,64618703,70666622.76,-0.030117773
Fairholme Capital Management,2018/8/14,772621307.2,203593106,79323353.85,-0.024380665
